TRAIN,source/sorting_line/cam320x240-BLANK-1665133680935.jpeg,BLANK,0.11,0.0,,,0.65,0.65,,
TEST,source/sorting_line/cam320x240-BLANK-1665133680935.jpeg,BLANK,0.11,0.0,,,0.65,0.65,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133680935.jpeg,BLANK,0.11,0.0,,,0.65,0.65,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133683147.jpeg,BLANK,0.33,0.02,,,0.89,0.7,,
TEST,source/sorting_line/cam320x240-BLANK-1665133683147.jpeg,BLANK,0.33,0.02,,,0.89,0.7,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133683147.jpeg,BLANK,0.33,0.02,,,0.89,0.7,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133697517.jpeg,BLANK,0.28,0.1,,,0.83,0.83,,
TEST,source/sorting_line/cam320x240-BLANK-1665133697517.jpeg,BLANK,0.28,0.1,,,0.83,0.83,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133697517.jpeg,BLANK,0.28,0.1,,,0.83,0.83,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133700829.jpeg,BLANK,0.34,0.0,,,0.89,0.7,,
TEST,source/sorting_line/cam320x240-BLANK-1665133700829.jpeg,BLANK,0.34,0.0,,,0.89,0.7,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133700829.jpeg,BLANK,0.34,0.0,,,0.89,0.7,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133745015.jpeg,BLANK,0.21,0.04,,,0.75,0.77,,
TEST,source/sorting_line/cam320x240-BLANK-1665133745015.jpeg,BLANK,0.21,0.04,,,0.75,0.77,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133745015.jpeg,BLANK,0.21,0.04,,,0.75,0.77,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133757163.jpeg,BLANK,0.33,0.02,,,0.89,0.71,,
TEST,source/sorting_line/cam320x240-BLANK-1665133757163.jpeg,BLANK,0.33,0.02,,,0.89,0.71,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133757163.jpeg,BLANK,0.33,0.02,,,0.89,0.71,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133772638.jpeg,BLANK,0.23,0.05,,,0.78,0.78,,
TEST,source/sorting_line/cam320x240-BLANK-1665133772638.jpeg,BLANK,0.23,0.05,,,0.78,0.78,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133772638.jpeg,BLANK,0.23,0.05,,,0.78,0.78,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133799157.jpeg,BLANK,0.25,0.11,,,0.8,0.83,,
TEST,source/sorting_line/cam320x240-BLANK-1665133799157.jpeg,BLANK,0.25,0.11,,,0.8,0.83,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133799157.jpeg,BLANK,0.25,0.11,,,0.8,0.83,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133848856.jpeg,BLANK,0.15,0.08,,,0.7,0.81,,
TEST,source/sorting_line/cam320x240-BLANK-1665133848856.jpeg,BLANK,0.15,0.08,,,0.7,0.81,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133848856.jpeg,BLANK,0.15,0.08,,,0.7,0.81,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133869848.jpeg,BLANK,0.12,0.22,,,0.67,0.95,,
TEST,source/sorting_line/cam320x240-BLANK-1665133869848.jpeg,BLANK,0.12,0.22,,,0.67,0.95,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133869848.jpeg,BLANK,0.12,0.22,,,0.67,0.95,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133870953.jpeg,BLANK,0.12,0.22,,,0.67,0.95,,
TEST,source/sorting_line/cam320x240-BLANK-1665133870953.jpeg,BLANK,0.12,0.22,,,0.67,0.95,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133870953.jpeg,BLANK,0.12,0.22,,,0.67,0.95,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133873158.jpeg,BLANK,0.14,0.0,,,0.7,0.68,,
TEST,source/sorting_line/cam320x240-BLANK-1665133873158.jpeg,BLANK,0.14,0.0,,,0.7,0.68,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133873158.jpeg,BLANK,0.14,0.0,,,0.7,0.68,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133883100.jpeg,BLANK,0.15,0.08,,,0.7,0.82,,
TEST,source/sorting_line/cam320x240-BLANK-1665133883100.jpeg,BLANK,0.15,0.08,,,0.7,0.82,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133883100.jpeg,BLANK,0.15,0.08,,,0.7,0.82,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133891933.jpeg,BLANK,0.25,0.09,,,0.8,0.82,,
TEST,source/sorting_line/cam320x240-BLANK-1665133891933.jpeg,BLANK,0.25,0.09,,,0.8,0.82,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133891933.jpeg,BLANK,0.25,0.09,,,0.8,0.82,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133893038.jpeg,BLANK,0.14,0.0,,,0.7,0.68,,
TEST,source/sorting_line/cam320x240-BLANK-1665133893038.jpeg,BLANK,0.14,0.0,,,0.7,0.68,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133893038.jpeg,BLANK,0.14,0.0,,,0.7,0.68,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133899666.jpeg,BLANK,0.21,0.06,,,0.75,0.78,,
TEST,source/sorting_line/cam320x240-BLANK-1665133899666.jpeg,BLANK,0.21,0.06,,,0.75,0.78,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133899666.jpeg,BLANK,0.21,0.06,,,0.75,0.78,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133909604.jpeg,BLANK,0.15,0.09,,,0.7,0.82,,
TEST,source/sorting_line/cam320x240-BLANK-1665133909604.jpeg,BLANK,0.15,0.09,,,0.7,0.82,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133909604.jpeg,BLANK,0.15,0.09,,,0.7,0.82,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133916235.jpeg,BLANK,0.2,0.05,,,0.73,0.78,,
TEST,source/sorting_line/cam320x240-BLANK-1665133916235.jpeg,BLANK,0.2,0.05,,,0.73,0.78,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133916235.jpeg,BLANK,0.2,0.05,,,0.73,0.78,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133926181.jpeg,BLANK,0.21,0.04,,,0.75,0.77,,
TEST,source/sorting_line/cam320x240-BLANK-1665133926181.jpeg,BLANK,0.21,0.04,,,0.75,0.77,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133926181.jpeg,BLANK,0.21,0.04,,,0.75,0.77,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133927286.jpeg,BLANK,0.2,0.11,,,0.74,0.83,,
TEST,source/sorting_line/cam320x240-BLANK-1665133927286.jpeg,BLANK,0.2,0.11,,,0.74,0.83,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133927286.jpeg,BLANK,0.2,0.11,,,0.74,0.83,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133935026.jpeg,BLANK,0.23,0.05,,,0.78,0.78,,
TEST,source/sorting_line/cam320x240-BLANK-1665133935026.jpeg,BLANK,0.23,0.05,,,0.78,0.78,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133935026.jpeg,BLANK,0.23,0.05,,,0.78,0.78,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133953810.jpeg,BLANK,0.21,0.06,,,0.75,0.78,,
TEST,source/sorting_line/cam320x240-BLANK-1665133953810.jpeg,BLANK,0.21,0.06,,,0.75,0.78,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133953810.jpeg,BLANK,0.21,0.06,,,0.75,0.78,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133963749.jpeg,BLANK,0.39,0.05,,,0.93,0.77,,
TEST,source/sorting_line/cam320x240-BLANK-1665133963749.jpeg,BLANK,0.39,0.05,,,0.93,0.77,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133963749.jpeg,BLANK,0.39,0.05,,,0.93,0.77,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133974800.jpeg,BLANK,0.12,0.22,,,0.68,0.95,,
TEST,source/sorting_line/cam320x240-BLANK-1665133974800.jpeg,BLANK,0.12,0.22,,,0.68,0.95,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133974800.jpeg,BLANK,0.12,0.22,,,0.68,0.95,,
TRAIN,source/sorting_line/cam320x240-BLANK-1665133979222.jpeg,BLANK,0.25,0.09,,,0.8,0.82,,
TEST,source/sorting_line/cam320x240-BLANK-1665133979222.jpeg,BLANK,0.25,0.09,,,0.8,0.82,,
VALIDATION,source/sorting_line/cam320x240-BLANK-1665133979222.jpeg,BLANK,0.25,0.09,,,0.8,0.82,,
TRAIN,source/sorting_line/cam320x240-BOHO-1664692056853.jpeg,BOHO,0.31,0.14,,,0.86,0.86,,
TEST,source/sorting_line/cam320x240-BOHO-1664692056853.jpeg,BOHO,0.31,0.14,,,0.86,0.86,,
